UniProt_ID,Protein,Gene,OMIM_ID
P50549,ETV1_HUMAN,ETV1,612219
Q13216,ERCC8_HUMAN,ERCC8,216400
Q6ZMI3,GLDN_HUMAN,GLDN,617194
P48449,ERG7_HUMAN,LSS,616509
Q04446,GLGB_HUMAN,GBE1,232500
P0DP91,ERPG3_HUMAN,CSB-PGBD3,616946
P03372,ESR1_HUMAN,ESR1,615363
P13804,ETFA_HUMAN,ETFA,231680
P41212,ETV6_HUMAN,ETV6,131440
P57679,EVC_HUMAN,EVC,193530
Q9NQT5,EXOS3_HUMAN,EXOSC3,614678
Q8NEV8,EXPH5_HUMAN,EXPH5,615028
Q16394,EXT1_HUMAN,EXT1,133700
O95677,EYA4_HUMAN,EYA4,601316
Q9UBS4,DJB11_HUMAN,DNAJB11,618061
Q9UKB3,DJC12_HUMAN,DNAJC12,617384
Q9UGM3,DMBT1_HUMAN,DMBT1,137800
Q9NZW4,DSPP_HUMAN,DSPP,125420
Q96RT7,GCP6_HUMAN,TUBGCP6,251270
Q6Y7W6,GGYF2_HUMAN,GIGYF2,607688
Q09472,EP300_HUMAN,EP300,613684
Q02643,GHRHR_HUMAN,GHRHR,618157
P29317,EPHA2_HUMAN,EPHA2,116600
P19235,EPOR_HUMAN,EPOR,133100
P01588,EPO_HUMAN,EPO,612623
Q12929,EPS8_HUMAN,EPS8,615974
P07992,ERCC1_HUMAN,ERCC1,610758
Q9Y223,GLCNE_HUMAN,GNE,269921
P19447,ERCC3_HUMAN,ERCC3,610651
Q53GS7,GLE1_HUMAN,GLE1,253310
P50548,ERF_HUMAN,ERF,600775
Q8NB91,FANCB_HUMAN,FANCB,300514
O60258,FGF17_HUMAN,FGF17,615270
Q13642,FHL1_HUMAN,FHL1,300280
P05546,HEP2_HUMAN,SERPIND1,612356
O75369,FLNB_HUMAN,FLNB,108720
Q9NVI1,FANCI_HUMAN,FANCI,609053
Q9NW38,FANCL_HUMAN,FANCL,614083
O15520,FGF10_HUMAN,FGF10,149730
Q03591,FHR1_HUMAN,CFHR1,235400
O43427,FIBP_HUMAN,FIBP,617107
Q15751,HERC1_HUMAN,HERC1,617011
Q9Y5Y0,FLVC1_HUMAN,FLVCR1,609033
Q9NZ56,FMN2_HUMAN,FMN2,616193
Q06787,FMR1_HUMAN,FMR1,300623
P11362,FGFR1_HUMAN,FGFR1,101600
Q01543,FLI1_HUMAN,FLI1,612219
Q00597,FANCC_HUMAN,FANCC,227645
Q9NP95,FGF20_HUMAN,FGF20,615721
P02671,FIBA_HUMAN,FGA,105200
P02679,FIBG_HUMAN,FGG,202400
P11487,FGF3_HUMAN,FGF3,610706
Q6Q788,APOA5_HUMAN,APOA5,144650
O14647,CHD2_HUMAN,CHD2,615369
Q96RK0,CIC_HUMAN,CIC,617600
O43734,CIKS_HUMAN,TRAF3IP2,614070
Q8IZT6,ASPM_HUMAN,ASPM,608716
Q8IXJ9,ASXL1_HUMAN,ASXL1,605039
Q9NTI2,AT8A2_HUMAN,ATP8A2,615268
O43520,AT8B1_HUMAN,ATP8B1,147480
P03928,ATP8_HUMAN,MT-ATP8,500006
Q16740,CLPP_HUMAN,CLPP,614129
O76031,CLPX_HUMAN,CLPX,618015
P54252,ATX3_HUMAN,ATXN3,109150
Q8WXX7,AUTS2_HUMAN,AUTS2,615834
O43405,COCH_HUMAN,COCH,601369
Q5TAT6,CODA1_HUMAN,COL13A1,616720
Q9H9E3,COG4_HUMAN,COG4,613489
Q9Y2V7,COG6_HUMAN,COG6,614576
P83436,COG7_HUMAN,COG7,608779
Q96MW5,COG8_HUMAN,COG8,611182
O94766,B3GA3_HUMAN,B3GAT3,245600
P39060,COIA1_HUMAN,COL18A1,267750
Q9Y6Z7,COL10_HUMAN,COLEC10,248340
Q96L58,B3GT6_HUMAN,B3GALT6,271640
O43505,B4GA1_HUMAN,B4GAT1,615287
Q9UBV7,B4GT7_HUMAN,B4GALT7,130070
P49747,COMP_HUMAN,COMP,132400
P35606,COPB2_HUMAN,COPB2,617800
P82251,BAT1_HUMAN,SLC7A9,220100
Q9C0K0,BC11B_HUMAN,BCL11B,617237
Q9H165,BC11A_HUMAN,BCL11A,142335
Q9Y276,BCS1_HUMAN,BCS1L,124000
P23560,BDNF_HUMAN,BDNF,209880
Q8IZC6,CORA1_HUMAN,COL27A1,615155
Q9Y5Q5,CORIN_HUMAN,CORIN,614595
Q12887,COX10_HUMAN,COX10,220110
Q7RTU4,BHA09_HUMAN,BHLHA9,607539
Q9UPM8,AP4E1_HUMAN,AP4E1,184450
P28329,CLAT_HUMAN,CHAT,254210
Q9H1Y0,ATG5_HUMAN,ATG5,617584
Q86TH1,ATL2_HUMAN,ADAMTSL2,231050
P51800,CLCKA_HUMAN,CLCNKA,613090
P35523,CLCN1_HUMAN,CLCN1,160800
Q8N6F1,CLD19_HUMAN,CLDN19,248190
O15247,CLIC2_HUMAN,CLIC2,300886
Q9NZA1,CLIC5_HUMAN,CLIC5,616042
Q9H078,CLPB_HUMAN,CLPB,616271
P00846,ATP6_HUMAN,MT-ATP6,256000
Q04656,ATP7A_HUMAN,ATP7A,300489
Q9UQN3,CHM2B_HUMAN,CHMP2B,600795
Q9GZX3,CHST6_HUMAN,CHST6,217800
Q9H2A9,CHST8_HUMAN,CHST8,616265
P10523,ARRS_HUMAN,SAG,258100
P16615,AT2A2_HUMAN,ATP2A2,101900
Q16720,AT2B3_HUMAN,ATP2B3,302500
Q8IYA6,CKP2L_HUMAN,CKAP2L,272440
Q8IUZ5,AT2L2_HUMAN,PHYKPL,615011
Q9NVI7,ATD3A_HUMAN,ATAD3A,617183
P18850,ATF6A_HUMAN,ATF6,616517
Q9UJ71,CLC4K_HUMAN,CD207,613393
Q9UBD9,CLCF1_HUMAN,CLCF1,610313
Q8WXF7,ATLA1_HUMAN,ATL1,182600
P51793,CLCN4_HUMAN,CLCN4,300114
P78369,CLD10_HUMAN,CLDN10,617671
Q9Y5I7,CLD16_HUMAN,CLDN16,248250
P54710,ATNG_HUMAN,FXYD2,154020
Q8N100,ATOH7_HUMAN,ATOH7,221900
Q92989,CLP1_HUMAN,CLP1,615803
Q9BXS0,COPA1_HUMAN,COL25A1,616219
P53621,COPA_HUMAN,COPA,616414
Q8NDB2,BANK1_HUMAN,BANK1,152700
Q92560,BAP1_HUMAN,BAP1,156240
Q6ZW61,BBS12_HUMAN,BBS12,615989
Q9HAY6,BCDO1_HUMAN,BCO1,115300
O14874,BCKD_HUMAN,BCKDK,614923
O95999,BCL10_HUMAN,BCL10,137245
P10415,BCL2_HUMAN,BCL2,151430
Q6W2J9,BCOR_HUMAN,BCOR,300166
Q99807,COQ7_HUMAN,COQ7,616733
Q8NI60,COQ8A_HUMAN,COQ8A,612016
P31146,COR1A_HUMAN,CORO1A,615401
Q7KZN9,COX15_HUMAN,COX15,256000
P00395,COX1_HUMAN,MT-CO1,114500
Q12934,BFSP1_HUMAN,BFSP1,611391
Q13515,BFSP2_HUMAN,BFSP2,611597
Q5RI15,COX20_HUMAN,COX20,220110
P16278,BGAL_HUMAN,GLB1,230500
P00403,COX2_HUMAN,MT-CO2,220110
O00499,BIN1_HUMAN,BIN1,255200
Q6Y288,B3GLT_HUMAN,B3GLCT,261540
Q9BWP8,COL11_HUMAN,COLEC11,265050
Q00973,B4GN1_HUMAN,B4GALNT1,609195
P01189,COLI_HUMAN,POMC,601665
P15291,B4GT1_HUMAN,B4GALT1,607091
Q9UPM9,B9D1_HUMAN,B9D1,614209
Q9BPU9,B9D2_HUMAN,B9D2,614175
Q9Y215,COLQ_HUMAN,COLQ,603034
O95817,BAG3_HUMAN,BAG3,612954
P48444,COPD_HUMAN,ARCN1,617164
Q8TAM1,BBS10_HUMAN,BBS10,615987
Q8NFJ9,BBS1_HUMAN,BBS1,209900
Q9BXC9,BBS2_HUMAN,BBS2,615981
Q96RK4,BBS4_HUMAN,BBS4,615982
Q96H96,COQ2_HUMAN,COQ2,146500
Q9Y3A0,COQ4_HUMAN,COQ4,616276
Q9Y2Z9,COQ6_HUMAN,COQ6,614650
P53004,BIEA_HUMAN,BLVRA,614156
O60566,BUB1B_HUMAN,BUB1B,176430
P00736,C1R_HUMAN,C1R,130080
P02745,C1QA_HUMAN,C1QA,613652
Q7Z3S7,CA2D4_HUMAN,CACNA2D4,610478
Q13698,CAC1S_HUMAN,CACNA1S,170400
Q00975,CAC1B_HUMAN,CACNA1B,614860
P55287,CAD11_HUMAN,CDH11,211380
P55291,CAD15_HUMAN,CDH15,612580
Q9BXL7,CAR11_HUMAN,CARD11,615206
Q9BXL6,CAR14_HUMAN,CARD14,173200
O00555,CAC1A_HUMAN,CACNA1A,108500
O00305,CACB4_HUMAN,CACNB4,607682
P35218,CAH5A_HUMAN,CA5A,615751
P0DP24,CALM2_HUMAN,CALM2,616249
Q8WVQ1,CANT1_HUMAN,CANT1,251450
P51587,BRCA2_HUMAN,BRCA2,114480
P38398,BRCA1_HUMAN,BRCA1,114480
P43251,BTD_HUMAN,BTD,253260
Q9P2K1,C2D2A_HUMAN,CC2D2A,216360
P12830,CADH1_HUMAN,CDH1,119580
Q5T440,CAF17_HUMAN,IBA57,615330
O60840,CAC1F_HUMAN,CACNA1F,300071
Q06187,BTK_HUMAN,BTK,300755
Q99622,C10_HUMAN,C12orf57,218340
Q69YN2,C19L1_HUMAN,CWF19L1,616127
Q719H9,KCTD1_HUMAN,KCTD1,181270
Q587J8,KHD3L_HUMAN,KHDC3L,614293
O60333,KIF1B_HUMAN,KIF1B,118210
O43896,KIF1C_HUMAN,KIF1C,611302
O95239,KIF4A_HUMAN,KIF4A,300923
P46020,KPB1_HUMAN,PHKA1,300559
P46019,KPB2_HUMAN,PHKA2,306000
Q15139,KPCD1_HUMAN,PRKD1,617364
Q29983,MICA_HUMAN,MICA,177900
Q29980,MICB_HUMAN,MICB,180300
P51812,KS6A3_HUMAN,RPS6KA3,300844
Q9NPJ1,MKKS_HUMAN,MKKS,236700
P10916,MLRV_HUMAN,MYL2,608758
Q16719,KYNU_HUMAN,KYNU,236800
Q8IVH4,MMAA_HUMAN,MMAA,251100
Q96EY8,MMAB_HUMAN,MMAB,251110
Q9Y4U1,MMAC_HUMAN,MMACHC,277400
P50281,MMP14_HUMAN,MMP14,277950
P14780,MMP9_HUMAN,MMP9,603932
Q10571,MN1_HUMAN,MN1,607174
Q96M11,HYLS1_HUMAN,HYLS1,236680
Q7Z5L9,I2BP2_HUMAN,IRF2BP2,617765
Q13651,I10R1_HUMAN,IL10RA,613148
P35557,HXK4_HUMAN,GCK,125851
Q9BW83,IFT27_HUMAN,IFT27,615996
P01579,IFNG_HUMAN,IFNG,609135
Q9Y366,IFT52_HUMAN,IFT52,617102
P78318,IGBP1_HUMAN,IGBP1,300472
P01871,IGHM_HUMAN,IGHM,601495
P15814,IGLL1_HUMAN,IGLL1,613500
Q14623,IHH_HUMAN,IHH,112500
O15111,IKKA_HUMAN,CHUK,613630
O00462,MANBA_HUMAN,MANBA,248510
Q9BZV3,IMPG2_HUMAN,IMPG2,613581
O15232,MATN3_HUMAN,MATN3,140600
P61244,MAX_HUMAN,MAX,171300
Q9Y586,MB212_HUMAN,MAB21L2,615877
Q9P267,MBD5_HUMAN,MBD5,156200
Q9NR56,MBNL1_HUMAN,MBNL1,160900
Q96N66,MBOA7_HUMAN,MBOAT7,617188
O43462,MBTP2_HUMAN,MBTPS2,300918
P32245,MC4R_HUMAN,MC4R,601665
O43772,MCAT_HUMAN,SLC25A20,212138
Q96RQ3,MCCA_HUMAN,MCCC1,210200
Q9HCC0,MCCB_HUMAN,MCCC2,210210
Q96PE7,MCEE_HUMAN,MCEE,251120
Q8NI22,MCFD2_HUMAN,MCFD2,613625
Q9GZU1,MCLN1_HUMAN,MCOLN1,252650
P49736,MCM2_HUMAN,MCM2,616968
P33991,MCM4_HUMAN,MCM4,609981
P33992,MCM5_HUMAN,MCM5,617564
P00492,HPRT_HUMAN,HPRT1,300322
Q8NI17,IL31R_HUMAN,IL31RA,613955
P05112,IL4_HUMAN,IL4,601367
Q9UJA3,MCM8_HUMAN,MCM8,612885
Q8NEM0,MCPH1_HUMAN,MCPH1,251200
P15529,MCP_HUMAN,CD46,120920
P08235,MCR_HUMAN,NR3C2,177735
Q71F56,MD13L_HUMAN,MED13L,608808
Q9UI95,MD2L2_HUMAN,MAD2L2,617243
P40926,MDHM_HUMAN,MDH2,617339
P08183,MDR1_HUMAN,ABCB1,612244
P21439,MDR3_HUMAN,ABCB4,600803
O75342,LX12B_HUMAN,ALOX12B,242100
Q06413,MEF2C_HUMAN,MEF2C,613443
O00255,MEN1_HUMAN,MEN1,131100
P50221,MEOX1_HUMAN,MEOX1,214300
P29371,NK3R_HUMAN,TACR3,614840
Q9NZ94,NLGN3_HUMAN,NLGN3,300425
Q02252,MMSA_HUMAN,ALDH6A1,614105
P03905,NU4M_HUMAN,MT-ND4,500001
Q9BU61,NDUF3_HUMAN,NDUFAF3,252010
Q9P032,NDUF4_HUMAN,NDUFAF4,252010
Q9UDY8,MALT1_HUMAN,MALT1,615468
Q5TEU4,NDUF5_HUMAN,NDUFAF5,252010
P43243,MATR3_HUMAN,MATR3,606070
Q9BV79,MECR_HUMAN,MECR,617282
Q93074,MED12_HUMAN,MED12,300895
Q99707,METH_HUMAN,MTR,250940
Q00266,METK1_HUMAN,MAT1A,250850
Q8N0W4,NLGNX_HUMAN,NLGN4X,300495
Q9GZY8,MFF_HUMAN,MFF,617086
Q92621,NU205_HUMAN,NUP205,616893
P03891,NU2M_HUMAN,MT-ND2,502500
O00470,MEIS1_HUMAN,MEIS1,612853
O15553,MEFV_HUMAN,MEFV,134610
Q86XA0,MET23_HUMAN,METTL23,615942
Q0VG99,MESP2_HUMAN,MESP2,608681
Q8N4C6,NIN_HUMAN,NIN,614851
Q0D2K0,NIPA4_HUMAN,NIPAL4,612281
Q6KC79,NIPBL_HUMAN,NIPBL,122470
P50219,MNX1_HUMAN,MNX1,176450
P26038,MOES_HUMAN,MSN,300988
Q14767,LTBP2_HUMAN,LTBP2,251750
Q12866,MERTK_HUMAN,MERTK,613862
P35240,MERL_HUMAN,NF2,101000
Q7RTP0,NIPA1_HUMAN,NIPA1,600363
P16109,LYAM3_HUMAN,SELP,173610
Q9NQ48,LZTL1_HUMAN,LZTFL1,615994
O75251,NDUS7_HUMAN,NDUFS7,252010
Q99574,NEUS_HUMAN,SERPINI1,604218
Q5QGS0,NEXMI_HUMAN,NEXMIF,300912
Q0ZGT2,NEXN_HUMAN,NEXN,613122
P21359,NF1_HUMAN,NF1,114500
Q16236,NF2L2_HUMAN,NFE2L2,617744
Q03112,MECOM_HUMAN,MECOM,616738
P51608,MECP2_HUMAN,MECP2,105830
Q00653,NFKB2_HUMAN,NFKB2,615577
Q9BV36,MELPH_HUMAN,MLPH,609227
P10253,LYAG_HUMAN,GAA,232300
Q96P20,NLRP3_HUMAN,NLRP3,120100
P03897,NU3M_HUMAN,MT-ND3,252010
P03901,NU4LM_HUMAN,MT-ND4L,535000
P03915,NU5M_HUMAN,MT-ND5,252010
Q8TB37,NUBPL_HUMAN,NUBPL,252010
O95672,ECEL1_HUMAN,ECEL1,615065
Q9UI10,EI2BD_HUMAN,EIF2B4,603896
Q96FG2,ELMD3_HUMAN,ELMOD3,615429
P15502,ELN_HUMAN,ELN,123700
Q02108,GCYA1_HUMAN,GUCY1A1,615750
Q6IA86,ELP2_HUMAN,ELP2,617270
Q9NRM1,ENAM_HUMAN,ENAM,104500
Q5VTD9,GFI1B_HUMAN,GFI1B,187900
Q99684,GFI1_HUMAN,GFI1,607847
O75398,DEAF1_HUMAN,DEAF1,615828
O75140,DEPD5_HUMAN,DEPDC5,604364
Q15392,DHC24_HUMAN,DHCR24,602398
P56178,DLX5_HUMAN,DLX5,220600
Q9NYJ7,DLL3_HUMAN,DLL3,277300
Q86YH6,DLP1_HUMAN,PDSS2,614652
P07954,FUMH_HUMAN,FH,150800
P25101,EDNRA_HUMAN,EDNRA,616367
P49770,EI2BB_HUMAN,EIF2B2,603896
P48728,GCST_HUMAN,AMT,605899
Q99814,EPAS1_HUMAN,EPAS1,611783
Q9HCE0,EPG5_HUMAN,EPG5,242840
P10912,GHR_HUMAN,GHR,143890
Q92847,GHSR_HUMAN,GHSR,615925
O95278,EPM2A_HUMAN,EPM2A,254780
P29320,EPHA3_HUMAN,EPHA3,114500
Q9H9B1,EHMT1_HUMAN,EHMT1,610253
Q13144,EI2BE_HUMAN,EIF2B5,603896
Q96JJ3,ELMO2_HUMAN,ELMO2,606893
Q9GZR5,ELOV4_HUMAN,ELOVL4,133190
O95163,ELP1_HUMAN,ELP1,223900
Q9NYP7,ELOV5_HUMAN,ELOVL5,615957
Q8TB36,GDAP1_HUMAN,GDAP1,214400
P27539,GDF1_HUMAN,GDF1,187500
Q9NR23,GDF3_HUMAN,GDF3,613702
Q5T6L9,EMARD_HUMAN,ERMARD,615544
O14793,GDF8_HUMAN,MSTN,614160
O60383,GDF9_HUMAN,GDF9,618014
P31150,GDIA_HUMAN,GDI1,300849
P50402,EMD_HUMAN,EMD,310300
P54851,EMP2_HUMAN,EMP2,615861
P57678,GEMI4_HUMAN,GEMIN4,617913
O75496,GEMI_HUMAN,GMNN,616835
Q9NQX3,GEPH_HUMAN,GPHN,615501
P40939,ECHA_HUMAN,HADHA,609015
O75530,EED_HUMAN,EED,617561
Q05639,EF1A2_HUMAN,EEF1A2,616393
P08246,ELNE_HUMAN,ELANE,162800
Q96EB1,ELP4_HUMAN,ELP4,617141
P35573,GDE_HUMAN,AGL,232400
O00423,EMAL1_HUMAN,EML1,600348
Q9UK05,GDF2_HUMAN,GDF2,615506
P43026,GDF5_HUMAN,GDF5,112600
Q6KF10,GDF6_HUMAN,GDF6,118100
Q8N766,EMC1_HUMAN,EMC1,616875
P39905,GDNF_HUMAN,GDNF,171300
P06396,GELS_HUMAN,GSN,105120
P24530,EDNRB_HUMAN,EDNRB,142623
P13639,EF2_HUMAN,EEF2,609306
P14136,GFAP_HUMAN,GFAP,203450
Q06210,GFPT1_HUMAN,GFPT1,610542
P98073,ENTK_HUMAN,TMPRSS15,226200
P19440,GGT1_HUMAN,GGT1,231950
Q9H936,GHC1_HUMAN,SLC25A22,609304
P49961,ENTP1_HUMAN,ENTPD1,615683
Q13868,EXOS2_HUMAN,EXOSC2,617763
Q06265,EXOS9_HUMAN,EXOSC9,618065
Q96PZ2,F111A_HUMAN,FAM111A,127000
Q3B820,F161A_HUMAN,FAM161A,606068
P09467,F16P1_HUMAN,FBP1,229700
Q15910,EZH2_HUMAN,EZH2,277590
P00488,F13A_HUMAN,F13A1,134570
Q96MK3,FA20A_HUMAN,FAM20A,204690
P00748,FA12_HUMAN,F12,234000
P00740,FA9_HUMAN,F9,300807
P16930,FAAA_HUMAN,FAH,276700
Q13158,FADD_HUMAN,FADD,613759
O15287,FANCG_HUMAN,FANCG,614082
Q6PIJ6,FBX38_HUMAN,FBXO38,615575
Q8IXL6,FA20C_HUMAN,FAM20C,259775
P08709,FA7_HUMAN,F7,227500
P12259,FA5_HUMAN,F5,188055
Q6ZRV2,FA83H_HUMAN,FAM83H,130900
Q8WVX9,FACR1_HUMAN,FAR1,616154
Q6V0I7,FAT4_HUMAN,FAT4,615546
Q96P31,FCRL3_HUMAN,FCRL3,180300
Q9Y4D2,DGLA_HUMAN,DAGLA,608687
P80365,DHI2_HUMAN,HSD11B2,218030
P11532,DMD_HUMAN,DMD,300376
Q96RP9,EFGM_HUMAN,GFM1,609060
P23378,GCSP_HUMAN,GLDC,605899
Q8NDI1,EHBP1_HUMAN,EHBP1,611868
P11161,EGR2_HUMAN,EGR2,145900
Q13496,MTM1_HUMAN,MTM1,310400
Q9HC84,MUC5B_HUMAN,MUC5B,178500
O60313,OPA1_HUMAN,OPA1,125250
Q14982,OPCM_HUMAN,OPCML,167000
O96007,MOC2B_HUMAN,MOCS2,252160
Q16653,MOG_HUMAN,MOG,614250
Q6ZSM3,MOT12_HUMAN,SLC16A12,612018
Q9BUK6,MSTO1_HUMAN,MSTO1,617675
Q9H6K4,OPA3_HUMAN,OPA3,165300
Q96CV9,OPTN_HUMAN,OPTN,137760
P21757,MSRE_HUMAN,MSR1,176807
Q86WG5,MTMRD_HUMAN,SBF2,604563
Q13614,MTMR2_HUMAN,MTMR2,601382
Q9H488,OFUT1_HUMAN,POFUT1,615327
P55157,MTP_HUMAN,MTTP,200100
Q9Y2Z2,MTO1_HUMAN,MTO1,614702
P21953,ODBB_HUMAN,BCKDHB,248600
O75665,OFD1_HUMAN,OFD1,300209
O15527,OGG1_HUMAN,OGG1,144700
P42345,MTOR_HUMAN,MTOR,607341
Q9UBK8,MTRR_HUMAN,MTRR,236270
O75648,MTU1_HUMAN,TRMU,580000
Q9ULD2,MTUS1_HUMAN,MTUS1,114550
P78380,OLR1_HUMAN,OLR1,602601
P15941,MUC1_HUMAN,MUC1,174000
Q2KHM9,MOONR_HUMAN,KIAA0753,617127
P36021,MOT8_HUMAN,SLC16A2,300523
Q02750,MP2K1_HUMAN,MAP2K1,615279
Q8TAP9,MPLKI_HUMAN,MPLKIP,234050
Q8TAX7,MUC7_HUMAN,MUC7,600807
O60890,OPHN1_HUMAN,OPHN1,300486
O14841,OPLA_HUMAN,OPLAH,260005
P42898,MTHR_HUMAN,MTHFR,181500
P01106,MYC_HUMAN,MYC,113970
Q9UKX2,MYH2_HUMAN,MYH2,605637
Q92887,MRP2_HUMAN,ABCC2,237500
Q8IUG5,MY18B_HUMAN,MYO18B,616549
P13533,MYH6_HUMAN,MYH6,613251
Q13126,MTAP_HUMAN,MTAP,112250
P53602,MVD1_HUMAN,MVD,614714
P35749,MYH11_HUMAN,MYH11,132900
P09848,LPH_HUMAN,LCT,223000
Q92539,LPIN2_HUMAN,LPIN2,609628
O75197,LRP5_HUMAN,LRP5,133780
Q14114,LRP8_HUMAN,LRP8,608446
Q8N2S1,LTBP4_HUMAN,LTBP4,310200
P61626,LYSC_HUMAN,LYZ,105200
P28300,LYOX_HUMAN,LOX,617168
Q8N653,LZTR1_HUMAN,LZTR1,137800
Q9Y250,LZTS1_HUMAN,LZTS1,133239
Q13233,M3K1_HUMAN,MAP3K1,613762
Q9NYL2,M3K20_HUMAN,MAP3K20,616890
Q330K2,NDUF6_HUMAN,NDUFAF6,252010
P28331,NDUS1_HUMAN,NDUFS1,252010
O75306,NDUS2_HUMAN,NDUFS2,252010
O43181,NDUS4_HUMAN,NDUFS4,252010
O75380,NDUS6_HUMAN,NDUFS6,252010
O00217,NDUS8_HUMAN,NDUFS8,256000
P49821,NDUV1_HUMAN,NDUFV1,252010
P20929,NEBU_HUMAN,NEB,256030
P29120,NEC1_HUMAN,PCSK1,600955
Q8NC96,NECP1_HUMAN,NECAP1,615833
Q96NY8,NECT4_HUMAN,NECTIN4,613573
Q96PU5,NED4L_HUMAN,NEDD4L,617201
Q96PY6,NEK1_HUMAN,NEK1,263520
P51955,NEK2_HUMAN,NEK2,615565
Q86SG6,NEK8_HUMAN,NEK8,613824
Q8TD19,NEK9_HUMAN,NEK9,614262
Q99698,LYST_HUMAN,LYST,214500
Q9Y6K9,NEMO_HUMAN,IKBKG,300291
Q92979,NEP1_HUMAN,EMG1,211180
P08473,NEP_HUMAN,MME,617017
P01185,NEU2_HUMAN,AVP,125700
Q99519,NEUR1_HUMAN,NEU1,256550
P19838,NFKB1_HUMAN,NFKB1,616576
P07196,NFL_HUMAN,NEFL,607684
Q02078,MEF2A_HUMAN,MEF2A,608320
P42704,LPPRC_HUMAN,LRPPRC,220111
Q8IVV2,LOXH1_HUMAN,LOXHD1,613079
Q9UI17,M2GD_HUMAN,DMGDH,605850
Q9NVC6,MED17_HUMAN,MED17,613668
Q96KG7,MEG10_HUMAN,MEGF10,614399
P06858,LIPL_HUMAN,LPL,238600
Q8WWY8,LIPH_HUMAN,LIPH,604379
P43034,LIS1_HUMAN,PAFAH1B1,247200
Q99732,LITAF_HUMAN,LITAF,601098
P20700,LMNB1_HUMAN,LMNB1,169500
Q6UWE0,LRSM1_HUMAN,LRSAM1,614436
O75096,LRP4_HUMAN,LRP4,212780
Q5S007,LRRK2_HUMAN,LRRK2,168600
Q9UBR4,LHX3_HUMAN,LHX3,221750
P16233,LIPP_HUMAN,PNLIP,614338
P18054,LOX12_HUMAN,ALOX12,114500
Q07954,LRP1_HUMAN,LRP1,604093
Q9H2I8,LRMDA_HUMAN,LRMDA,615179
Q6XZB0,LIPI_HUMAN,LIPI,145750
Q9Y234,LIPT_HUMAN,LIPT1,616299
Q14693,LPIN1_HUMAN,LPIN1,268200
P43657,LPAR6_HUMAN,LPAR6,278150
P50851,LRBA_HUMAN,LRBA,614700
Q3SXY7,LRIT3_HUMAN,LRIT3,615058
P22888,LSHR_HUMAN,LHCGR,152790
Q9HD34,LYRM4_HUMAN,LYRM4,615595
Q13753,LAMC2_HUMAN,LAMC2,226700
Q16787,LAMA3_HUMAN,LAMA3,226700
P13473,LAMP2_HUMAN,LAMP2,300257
P55268,LAMB2_HUMAN,LAMB2,609049
P06239,LCK_HUMAN,LCK,615758
Q8WVP7,LMBR1_HUMAN,LMBR1,135750
P98164,LRP2_HUMAN,LRP2,222448
Q969G2,LHX4_HUMAN,LHX4,262700
Q0VAK6,LMOD3_HUMAN,LMOD3,616165
P02545,LMNA_HUMAN,LMNA,115200
Q9NUN5,LMBD1_HUMAN,LMBRD1,277380
Q03252,LMNB2_HUMAN,LMNB2,608709
O60663,LMX1B_HUMAN,LMX1B,161200
P23490,LORI_HUMAN,LOR,604117
P11150,LIPC_HUMAN,LIPC,125853
O95237,LRAT_HUMAN,LRAT,613341
P01229,LSHB_HUMAN,LHB,228300
O75581,LRP6_HUMAN,LRP6,610947
Q5U5X0,LYRM7_HUMAN,LYRM7,615838
O60341,KDM1A_HUMAN,KDM1A,616728
P04180,LCAT_HUMAN,LCAT,136120
P07195,LDHB_HUMAN,LDHB,614128
Q8NFM7,I17RD_HUMAN,IL17RD,615267
Q9UKM7,MA1B1_HUMAN,MAN1B1,614202
O00754,MA2B1_HUMAN,MAN2B1,248500
O43708,MAAI_HUMAN,GSTZ1,617596
O60336,MABP1_HUMAN,MAPKBP1,617271
P04264,K2C1_HUMAN,KRT1,113800
P35908,K22E_HUMAN,KRT2,146800
Q63ZY3,KANK2_HUMAN,KANK2,616099
Q92794,KAT6A_HUMAN,KAT6A,616268
Q09470,KCNA1_HUMAN,KCNA1,160120
P08581,MET_HUMAN,MET,114550
Q14721,KCNB1_HUMAN,KCNB1,616056
Q9ULH0,KDIS_HUMAN,KIDINS220,617296
Q8NHS3,MFSD8_HUMAN,MFSD8,610951
Q9H2D1,MFTC_HUMAN,SLC25A32,616839
O15550,KDM6A_HUMAN,KDM6A,300867
Q96F46,I17RA_HUMAN,IL17RA,613953
O14920,IKKB_HUMAN,IKBKB,615592
P29460,IL12B_HUMAN,IL12B,612599
Q9HBE5,IL21R_HUMAN,IL21R,615207
Q13495,MAMD1_HUMAN,MAMLD1,300758
P05787,K2C8_HUMAN,KRT8,215600
Q5VV43,K0319_HUMAN,KIAA0319,600202
P13646,K1C13_HUMAN,KRT13,615785
Q9P2W1,HOP2_HUMAN,PSMC3IP,614324
Q9UPZ3,HPS5_HUMAN,HPS5,614074
Q92743,HTRA1_HUMAN,HTRA1,600142
P42357,HUTH_HUMAN,HAL,235800
P07099,HYEP_HUMAN,EPHX1,132810
Q9UBH0,I36RA_HUMAN,IL36RN,614204
O43318,M3K7_HUMAN,MAP3K7,157800
Q3KP66,INAVA_HUMAN,INAVA,618077
P29218,IMPA1_HUMAN,IMPA1,617323
P12035,K2C3_HUMAN,KRT3,122100
P48668,K2C6C_HUMAN,KRT6C,615735
